gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumServices,AvgMonthlySpend,ChurnProbability,Actual_Churn,RiskCategory
0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,320.4,1,53.4,0.705114177546081,0,High Risk
1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,2,101.45,101.45,4,50.725,0.9840909956237027,1,High Risk
1,0,1,1,13,1,0,1,0,0,1,0,1,1,0,0,2,97.0,1334.45,4,95.31785714285715,0.6785174407152128,0,High Risk
1,0,0,0,37,1,1,0,1,1,1,1,1,1,1,1,0,90.6,3358.65,7,88.38552631578948,0.1812638867047542,0,Low Risk
1,0,1,0,64,1,0,1,1,0,0,0,0,0,0,1,3,73.55,4764.0,2,73.29230769230769,0.3783714682979222,0,Medium Risk
0,0,1,0,5,1,1,0,0,0,1,1,1,0,0,0,0,67.95,350.3,4,58.38333333333333,0.5183656052622071,1,Medium Risk
0,0,1,0,61,1,1,1,0,1,0,1,0,1,2,1,0,94.35,5703.0,4,91.98387096774194,0.1658828803178366,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,69.5,1,34.75,0.9278241263796502,1,High Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,18.85,18.85,1,9.425,0.5642726672412782,1,Medium Risk
1,0,0,0,26,1,0,2,0,0,0,0,0,0,1,0,3,19.4,525.55,1,19.46481481481481,0.08810418771633462,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,69.2,1,34.6,0.926838592129739,1,High Risk
1,0,1,0,24,1,0,2,0,0,0,0,0,0,2,0,3,19.75,483.15,1,19.326,0.04539376773908093,0,Low Risk
1,0,1,0,17,0,2,0,0,0,1,1,1,1,1,0,2,54.6,934.8,4,51.93333333333333,0.3773660389215529,0,Medium Risk
0,0,0,1,26,0,2,0,0,0,1,0,0,0,0,1,3,29.8,786.5,1,29.12962962962963,0.47695827500682436,0,Medium Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,34.825,0.9279954852946836,1,High Risk
1,1,1,0,40,1,1,1,1,0,0,0,1,1,0,0,2,101.85,4086.3,4,99.66585365853659,0.7035178404732649,1,High Risk
1,0,0,0,52,1,1,1,0,1,1,0,1,1,0,1,2,103.05,5364.8,5,101.22264150943397,0.7316246613800124,0,High Risk
0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,2,82.3,82.3,3,41.15,0.9291221545140012,1,High Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.3,20.3,1,10.15,0.4688341727202221,0,Medium Risk
0,0,0,0,21,0,2,0,1,0,0,1,0,0,2,0,3,35.1,770.4,2,35.018181818181816,0.07143853532866062,0,Low Risk
0,0,1,0,67,1,1,1,0,1,1,0,1,1,1,1,0,105.7,6816.95,5,100.24926470588235,0.5148300628150921,0,Medium Risk
0,0,1,1,44,1,0,0,1,0,0,1,0,0,0,0,0,56.25,2419.55,3,53.76777777777778,0.08655371339460759,0,Low Risk
1,0,1,1,70,0,2,0,0,1,1,1,1,1,1,0,2,60.35,4138.7,5,58.291549295774644,0.09303130602556797,0,Low Risk
1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,2,79.25,267.6,2,66.9,0.7849132265275925,1,High Risk
1,0,1,1,56,1,0,0,1,1,1,0,0,0,2,1,0,59.8,3457.45,4,60.657017543859645,0.01801118260630843,0,Low Risk
0,0,0,0,13,1,1,1,0,0,0,0,0,1,0,1,2,84.6,1115.2,2,79.65714285714286,0.8425754219617497,1,High Risk
0,0,1,1,58,1,1,1,1,1,0,0,0,1,0,1,0,93.4,5435.6,4,92.12881355932204,0.4492086808818845,1,Medium Risk
0,0,1,1,42,1,1,1,0,0,0,0,1,1,0,1,2,94.2,4186.3,3,97.35581395348838,0.7299724756800814,1,High Risk
1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,25.05,25.05,0,12.525,0.7791229029438805,1,High Risk
0,0,1,1,46,1,1,1,1,0,1,1,0,1,2,0,3,99.65,4630.2,5,98.51489361702127,0.10191323651538436,0,Low Risk
0,0,1,1,63,1,0,0,1,0,0,0,0,0,2,1,0,50.65,3221.25,2,50.33203125,0.019690991669190052,0,Low Risk
1,0,0,0,11,1,0,0,0,1,1,1,0,0,0,1,2,60.9,688.5,4,57.375,0.3666236569220485,0,Medium Risk
1,0,1,1,15,1,1,0,0,0,1,1,0,0,0,1,0,59.65,867.1,3,54.19375,0.39248777052758055,0,Medium Risk
1,0,1,0,72,0,2,0,1,1,1,1,1,1,2,1,2,64.7,4746.05,6,65.01438356164384,0.05413683593042125,0,Low Risk
0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,1,1,25.1,712.85,0,23.761666666666667,0.5157814949417128,1,Medium Risk
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,2,48.95,48.95,2,24.475,0.6090117066726202,1,High Risk
0,0,1,1,6,1,0,0,0,0,0,0,1,0,0,0,2,54.85,355.1,2,50.728571428571435,0.46832547708485733,0,Medium Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,22.65,0.6952623131247502,1,High Risk
1,0,1,1,63,1,1,1,0,1,0,0,0,1,1,1,2,91.35,5764.7,3,90.0734375,0.37232524000486944,0,Medium Risk
1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,2,85.85,167.3,3,55.76666666666667,0.9287899993434184,1,High Risk
0,0,1,1,18,1,1,2,0,0,0,0,0,0,2,0,3,25.1,428.45,1,22.55,0.06311872831582713,0,Low Risk
0,0,1,0,43,0,2,0,1,0,0,1,0,0,0,0,0,34.0,1505.35,2,34.2125,0.15835879504671704,0,Low Risk
0,0,0,0,15,0,2,0,1,1,1,1,0,0,1,0,3,45.9,693.45,4,43.340625,0.15765188595218482,0,Low Risk
1,0,0,1,10,1,1,1,0,0,0,0,1,1,0,0,2,95.2,930.4,3,84.58181818181818,0.814769042240438,1,High Risk
1,0,1,1,55,1,0,2,0,0,0,0,0,0,2,0,3,20.5,1177.95,1,21.03482142857143,0.011984536216143734,0,Low Risk
1,0,0,1,49,1,1,1,0,0,0,1,1,1,1,1,0,100.6,5069.65,4,101.39299999999999,0.3856603548423462,1,Medium Risk
1,0,1,1,6,1,0,0,0,1,1,0,0,0,0,1,3,55.3,324.25,3,46.32142857142857,0.5109136961835491,1,Medium Risk
1,0,1,1,70,1,0,2,0,0,0,0,0,0,2,0,1,20.35,1458.1,1,20.536619718309858,0.006147251336163932,0,Low Risk
1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,3,74.85,156.4,1,52.13333333333333,0.9243083534681719,1,High Risk
1,1,1,0,63,0,2,0,1,0,0,1,0,0,1,0,0,36.1,2298.9,2,35.9203125,0.04813546416527147,0,Low Risk
0,0,0,0,25,1,0,0,0,1,0,1,0,1,0,1,0,65.8,1679.65,4,64.60192307692309,0.33580338391343006,0,Medium Risk
0,1,0,0,18,1,0,2,0,0,0,0,0,0,1,0,0,20.35,369.6,1,19.45263157894737,0.10110663113203902,0,Low Risk
1,1,1,0,28,1,1,1,0,1,0,1,1,1,0,1,2,105.8,2998.0,5,103.37931034482759,0.778847341640394,0,High Risk
0,1,0,0,53,1,0,1,1,1,0,1,0,1,1,1,3,96.75,5206.55,5,96.4175925925926,0.25156927274369434,0,Low Risk
1,0,0,0,35,1,0,1,0,1,1,0,1,1,1,1,0,102.35,3626.1,5,100.725,0.4741958612731526,1,Medium Risk
1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,24.4,24.4,0,12.2,0.7613087761635693,0,High Risk
1,0,1,0,70,1,1,1,1,1,1,1,1,1,1,0,1,115.65,7968.85,7,112.23732394366198,0.2579041487856522,1,Low Risk
1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,1,2,79.85,152.45,3,50.81666666666666,0.853429543516707,1,High Risk
0,0,1,0,26,1,0,0,0,1,0,1,1,1,0,1,2,73.05,1959.5,5,72.57407407407408,0.43867541071253513,0,Medium Risk
0,0,0,0,34,1,0,0,1,1,0,0,0,1,1,0,2,64.35,2053.05,4,58.658571428571435,0.1244926131514426,0,Low Risk
0,0,0,1,19,1,0,2,0,0,0,0,0,0,2,0,3,20.5,398.55,1,19.927500000000002,0.03741488613145386,0,Low Risk
1,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,3,76.0,1130.85,1,70.678125,0.8059610726745787,1,High Risk
0,0,1,1,62,1,0,0,1,0,1,0,0,0,1,0,1,54.75,3425.35,3,54.37063492063492,0.0316713479487442,0,Low Risk
0,1,0,0,42,1,1,1,0,1,1,0,1,1,0,1,0,104.75,4323.45,5,100.5453488372093,0.7630218623588195,1,High Risk
0,0,0,0,9,1,0,0,1,1,0,0,1,1,0,1,2,74.65,703.55,5,70.35499999999999,0.5486469870086987,1,Medium Risk
1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,2,51.15,1275.7,2,51.028,0.32853157376665215,0,Medium Risk
1,1,1,0,68,0,2,0,1,1,1,0,0,0,2,1,2,41.95,2965.75,3,42.981884057971016,0.038179729762458564,0,Low Risk
1,0,1,1,31,1,0,0,0,0,1,1,0,0,0,0,3,54.35,1647.0,3,51.46875,0.18148365072575212,0,Low Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,56.25,56.25,2,28.125,0.8671160468537139,1,High Risk
1,0,1,0,21,1,1,1,0,0,1,1,1,1,0,1,2,106.1,2249.95,5,102.27045454545454,0.8112066775966759,1,High Risk
0,0,1,0,63,1,0,1,0,1,0,0,1,1,1,1,2,96.0,6109.75,4,95.46484375,0.4393738163572408,0,Medium Risk
0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,79.75,159.4,2,53.13333333333333,0.9162290111958616,1,High Risk
0,0,1,1,61,0,2,0,0,1,1,1,1,1,2,1,0,61.45,3751.15,5,60.502419354838715,0.06542324450109581,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,68.65,1,34.325,0.8867801206483887,1,High Risk
1,0,0,0,18,1,0,2,0,0,0,0,0,0,1,0,3,19.65,411.25,1,21.644736842105264,0.10553001773963573,0,Low Risk
0,0,1,1,6,1,0,2,0,0,0,0,0,0,1,0,1,19.0,105.5,1,15.071428571428571,0.12877219891592973,0,Low Risk
0,0,0,0,33,1,1,1,0,1,0,0,1,1,0,1,2,100.0,3320.6,4,97.66470588235293,0.7998509058412561,0,High Risk
1,0,0,0,16,1,0,2,0,0,0,0,0,0,0,0,0,20.25,327.45,1,19.261764705882353,0.21296725523606416,1,Low Risk
0,0,1,0,56,1,0,1,0,0,1,1,1,1,0,1,2,98.7,5669.5,5,99.46491228070175,0.5984005485658263,0,Medium Risk
1,0,0,1,23,1,0,2,0,0,0,0,0,0,1,0,3,19.8,465.45,1,19.39375,0.07402719583291616,0,Low Risk
1,0,0,0,9,1,0,1,0,0,1,0,0,0,0,1,2,73.8,704.3,2,70.42999999999999,0.70273892906528,0,High Risk
0,1,1,0,14,1,1,1,0,1,0,0,1,1,0,1,2,100.2,1369.8,4,91.32,0.887405117467243,1,High Risk
1,0,1,1,15,1,1,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1,69.203125,0.7113808641014017,1,High Risk
1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,1,20.05,95.55,1,15.924999999999999,0.32826147701122016,0,Medium Risk
1,0,1,0,61,1,1,1,1,1,0,0,1,1,0,1,2,106.2,6375.2,5,102.8258064516129,0.6973549447833329,0,High Risk
1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,1,1,116.55,8152.3,7,114.82112676056339,0.13967592094607248,0,Low Risk
1,0,0,0,15,1,1,1,1,0,0,0,1,1,0,1,2,99.7,1566.75,4,97.921875,0.8005186691870679,0,High Risk
1,0,1,1,8,1,0,2,0,0,0,0,0,0,2,0,3,19.7,130.25,1,14.472222222222221,0.06764664801293999,0,Low Risk
0,0,1,1,8,1,0,2,0,0,0,0,0,0,2,0,3,19.5,162.15,1,18.016666666666666,0.05815368313925927,0,Low Risk
0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,1,3,29.15,110.05,1,22.009999999999998,0.7026867224250314,0,High Risk
0,0,0,0,34,1,0,0,1,1,0,0,0,0,1,0,3,55.0,1885.15,3,53.861428571428576,0.08219839842812027,0,Low Risk
1,0,1,0,68,1,1,0,1,1,1,1,1,1,2,1,1,90.8,6302.85,7,91.34565217391305,0.059027670018901524,0,Low Risk
0,0,1,1,45,0,2,0,0,1,1,1,0,1,1,0,0,51.0,2264.5,4,49.22826086956522,0.09835060635938124,0,Low Risk
0,1,0,0,9,1,1,1,0,0,1,0,1,0,0,1,2,90.1,816.8,3,81.67999999999999,0.8602877414233451,0,High Risk
0,0,0,0,22,1,1,0,1,0,0,1,0,0,0,1,3,59.05,1253.5,3,54.5,0.3834986960418269,0,Medium Risk
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,20.3,41.2,1,13.733333333333334,0.42177458284197605,0,Medium Risk
1,0,1,0,70,1,1,0,0,1,1,1,1,0,2,0,0,72.95,5265.55,5,74.16267605633803,0.025185425400657328,0,Low Risk
0,0,0,1,10,1,1,0,1,0,1,1,0,1,1,0,1,73.55,693.3,5,63.027272727272724,0.17753633032225963,0,Low Risk
1,0,0,0,72,1,1,0,1,0,1,1,1,1,2,0,1,84.3,5997.1,6,82.15205479452055,0.038346206156878906,0,Low Risk
0,0,1,1,49,1,0,0,0,1,1,0,1,1,1,0,1,78.0,3824.2,5,76.484,0.1278634056011267,0,Low Risk
0,1,0,0,54,1,1,0,0,1,0,1,1,0,1,0,3,72.1,3886.05,4,70.65545454545455,0.1286278173230731,0,Low Risk
0,0,0,0,71,1,1,1,1,1,1,0,1,1,2,1,1,106.75,7283.25,6,101.15625,0.20086931930137328,0,Low Risk
0,0,0,0,22,1,0,2,0,0,0,0,0,0,1,1,3,19.25,412.55,1,17.93695652173913,0.1552115325191103,0,Low Risk
0,0,1,1,50,1,0,2,0,0,0,0,0,0,2,0,1,20.55,1070.25,1,20.985294117647058,0.011979552332375456,0,Low Risk
0,0,1,1,43,1,0,2,0,0,0,0,0,0,1,0,3,20.0,817.95,1,18.589772727272727,0.044268829286761714,0,Low Risk
0,0,1,1,45,1,1,2,0,0,0,0,0,0,2,1,1,24.65,1171.3,1,25.463043478260868,0.031182174195171067,0,Low Risk
1,1,0,0,64,1,1,1,1,1,0,0,1,1,0,1,0,103.5,6548.65,5,100.74846153846153,0.618098318828775,0,High Risk
0,0,1,1,23,1,1,2,0,0,0,0,0,0,2,0,3,23.85,625.65,1,26.068749999999998,0.043622438650023486,0,Low Risk
0,0,1,0,68,1,1,2,0,0,0,0,0,0,2,0,1,25.8,1911.5,1,27.702898550724637,0.013578913891902094,0,Low Risk
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,70.85,1,35.425,0.9321091638653964,1,High Risk
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,134.7,1,44.9,0.8809279123207968,1,High Risk
1,0,0,0,26,1,0,0,0,0,0,1,1,0,1,0,1,59.45,1507.0,3,55.81481481481482,0.1435259558566044,0,Low Risk
1,0,1,0,55,0,2,0,0,0,1,1,1,1,0,1,0,54.55,2978.3,4,53.183928571428574,0.4185398518921701,1,Medium Risk
1,0,0,0,14,1,0,2,0,0,0,0,0,0,0,1,2,20.05,299.3,1,19.953333333333333,0.3426245417738209,0,Medium Risk
1,0,1,0,71,1,0,0,1,0,1,1,1,1,2,1,2,82.55,5832.65,6,81.00902777777777,0.052822287258094666,0,Low Risk
1,0,0,0,64,1,1,0,1,1,1,1,1,0,1,0,2,81.25,5567.55,6,85.65461538461538,0.05480413217513763,0,Low Risk
0,0,0,0,7,1,0,0,0,0,0,1,1,1,0,1,1,70.75,450.8,4,56.35,0.7020964699107936,1,High Risk
0,0,0,0,57,1,0,0,1,1,1,1,1,0,2,1,1,74.3,4166.35,6,71.83362068965518,0.02799210120410957,0,Low Risk
0,0,1,0,13,1,1,1,0,1,1,0,1,0,0,0,2,94.1,1215.6,4,86.82857142857142,0.7324301300843706,1,High Risk
0,0,1,1,3,0,2,0,1,0,0,0,0,0,0,0,1,29.7,91.7,1,22.925,0.5055100141701379,1,Medium Risk
1,1,1,0,72,1,1,1,0,1,1,1,1,1,2,0,1,109.7,7898.45,6,108.19794520547946,0.1611677184464816,0,Low Risk
0,0,1,1,40,1,1,1,0,1,1,0,1,0,0,1,1,96.35,3915.4,4,95.49756097560976,0.6191990153416459,0,High Risk
1,0,1,0,14,1,1,0,0,0,0,1,1,0,0,1,1,66.6,979.5,3,65.3,0.5639979249280284,0,Medium Risk
1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,44.5,90.05,1,30.016666666666666,0.6508354072250374,0,High Risk
1,1,0,0,66,1,1,1,0,1,1,1,1,1,1,0,1,110.9,7432.05,6,110.92611940298508,0.31610872273370555,1,Medium Risk
0,0,1,0,38,1,1,1,0,0,1,1,1,1,0,1,2,105.0,4026.4,5,103.24102564102564,0.7597674913764559,1,High Risk
1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,25.3,25.3,0,12.65,0.7769022688372454,1,High Risk
1,0,0,0,22,1,0,0,0,1,0,1,0,0,1,1,1,55.15,1193.05,3,51.87173913043478,0.1493247709637912,1,Low Risk
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.1,20.1,1,10.05,0.5791922613965488,1,Medium Risk
1,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,3,80.1,398.55,2,66.425,0.8671371945946806,0,High Risk
1,0,1,1,29,1,1,0,1,0,0,1,1,0,1,0,0,69.05,1958.45,4,65.28166666666667,0.09951344375287581,0,Low Risk
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,69.9,1,34.95,0.9181746405649196,1,High Risk
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,20.4,63.15,1,15.7875,0.39308863959974316,0,Medium Risk
1,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,1,19.7,1301.1,1,18.070833333333333,0.006054907558011629,0,Low Risk
1,0,0,1,9,1,0,0,0,1,0,0,0,0,0,1,2,50.1,484.05,2,48.405,0.3946921650978293,0,Medium Risk
1,0,0,0,43,1,1,1,0,1,0,0,1,1,0,1,2,101.4,4528.0,4,102.9090909090909,0.7640136740041931,1,High Risk
0,0,0,0,48,1,1,0,1,1,1,0,1,1,1,1,1,83.45,3887.85,6,79.34387755102041,0.22105539722234932,0,Low Risk
1,0,0,0,26,1,1,1,1,1,0,0,0,0,0,1,1,86.65,2208.75,3,81.80555555555556,0.6069707366789718,0,High Risk
0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,20.15,238.15,1,23.815,0.2197559255355515,0,Low Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,80.8,80.8,2,40.4,0.9592275776688567,1,High Risk
0,0,1,1,46,1,0,2,0,0,0,0,0,0,2,0,1,19.4,958.15,1,20.386170212765958,0.01285029349080887,0,Low Risk
1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,62.05,118.3,2,39.43333333333333,0.7909633490053709,1,High Risk
1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,76.45,76.45,1,38.225,0.9598668714501299,1,High Risk
1,0,1,1,64,0,2,0,1,0,1,1,1,1,2,1,0,60.05,3845.45,5,59.160769230769226,0.048041124595754416,0,Low Risk
0,1,0,0,12,1,1,1,0,1,0,0,1,0,0,1,2,91.3,1094.5,3,84.1923076923077,0.8344961876665535,1,High Risk
1,1,1,0,6,1,0,1,0,0,1,0,1,1,0,1,2,95.75,573.75,4,81.96428571428571,0.8986859783811649,1,High Risk
0,0,1,0,59,1,0,2,0,0,0,0,0,0,1,0,3,20.35,1267.0,1,21.116666666666667,0.03413883281480394,0,Low Risk
0,0,0,0,7,1,0,1,0,1,0,0,1,1,1,1,3,94.05,633.45,4,79.18125,0.7469805331131234,0,High Risk
0,1,1,0,72,1,1,0,1,1,1,0,1,1,2,1,1,84.1,6129.65,6,83.96780821917808,0.0764228495030107,0,Low Risk
1,1,0,0,16,1,0,1,0,0,0,0,0,1,0,1,2,78.75,1218.25,2,71.66176470588235,0.8008877092841191,0,High Risk
1,0,1,0,25,1,1,0,0,0,1,0,0,0,0,0,1,55.55,1405.3,2,54.05,0.38460533583428197,0,Medium Risk
0,0,1,0,34,1,1,0,1,1,0,1,0,0,0,0,2,62.65,2274.9,4,64.99714285714286,0.1525011955650191,1,Low Risk
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,74.5,74.5,1,37.25,0.9530052265382032,1,High Risk
0,0,1,1,10,1,1,1,0,1,1,0,1,1,0,1,1,102.1,1068.85,5,97.16818181818181,0.7837993432905573,1,High Risk
1,0,1,0,24,1,0,2,0,0,0,0,0,0,1,0,3,20.1,533.9,1,21.355999999999998,0.09884183492896331,0,Low Risk
0,0,1,1,10,1,1,0,1,1,0,0,1,0,1,0,2,70.3,676.15,4,61.46818181818182,0.23384937179782536,0,Low Risk
1,0,1,0,69,1,0,0,1,1,0,0,0,0,1,1,1,53.65,3804.4,3,54.34857142857143,0.0462443423063176,0,Low Risk
1,0,0,0,57,1,0,2,0,0,0,0,0,0,2,0,3,20.75,1118.8,1,19.28965517241379,0.015220717726687427,0,Low Risk
1,0,1,1,50,1,0,1,0,1,1,1,1,1,1,1,0,103.4,5236.4,6,102.67450980392157,0.2586588438170163,0,Low Risk
1,0,1,1,28,0,2,0,1,0,1,1,1,0,1,0,3,50.8,1386.8,4,47.820689655172416,0.14897241841401268,0,Low Risk
0,0,0,0,16,1,0,0,1,0,0,0,0,0,0,1,2,50.15,762.25,2,44.838235294117645,0.41907858787351726,1,Medium Risk
1,0,0,0,25,1,0,0,1,1,0,1,1,1,0,1,3,79.0,1902.0,6,73.15384615384616,0.40521300045154596,0,Medium Risk
0,1,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,74.6,239.05,2,59.7625,0.7967739988071766,0,High Risk
1,0,1,0,61,1,1,1,0,0,0,0,1,1,1,1,0,96.5,5673.7,3,91.51129032258065,0.581718674652095,0,Medium Risk
0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,3,20.1,39.8,1,13.266666666666666,0.42336504852507784,0,Medium Risk
1,0,1,1,51,1,0,2,0,0,0,0,0,0,1,0,3,19.4,997.75,1,19.1875,0.031988647900557776,0,Low Risk
0,0,1,1,71,1,0,0,1,0,1,0,1,1,2,0,1,77.55,5574.35,5,77.42152777777778,0.030291533462600828,0,Low Risk
0,0,1,1,20,1,0,2,0,0,0,0,0,0,0,0,3,20.05,406.05,1,19.335714285714285,0.19332917937260133,0,Low Risk
1,0,1,1,6,1,0,2,0,0,0,0,0,0,0,0,1,19.85,138.85,1,19.835714285714285,0.2362041738575299,0,Low Risk
0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,3,20.2,123.65,1,17.664285714285715,0.34660132370895863,0,Medium Risk
0,0,0,0,29,1,1,0,1,1,0,1,0,0,0,0,3,67.45,1801.1,4,60.03666666666666,0.2544166729223221,0,Low Risk
1,0,0,0,36,1,0,2,0,0,0,0,0,0,2,1,1,18.55,689.0,1,18.62162162162162,0.035009009152408614,0,Low Risk
0,0,0,0,28,0,2,0,0,0,1,0,0,0,0,1,3,29.75,790.7,1,27.26551724137931,0.5581428844818682,0,Medium Risk
0,0,1,0,7,1,1,1,0,0,0,0,1,0,0,1,2,86.5,582.5,2,72.8125,0.9024061766871916,1,High Risk
0,0,0,0,63,1,1,2,0,0,0,0,0,0,2,0,3,24.2,1618.2,1,25.284375,0.01663609950921309,0,Low Risk
1,0,1,1,48,1,1,2,0,0,0,0,0,0,2,0,3,23.55,1173.35,1,23.945918367346938,0.02096026705317165,0,Low Risk
0,0,1,0,49,1,0,2,0,0,0,0,0,0,1,0,0,20.45,900.9,1,18.018,0.040353365298070945,0,Low Risk
1,1,0,0,27,1,1,1,0,1,0,0,0,0,0,1,2,81.45,2122.05,2,75.78750000000001,0.7304470772361236,1,High Risk
1,0,1,0,72,1,1,0,1,1,1,1,1,1,2,0,1,92.3,6719.9,7,92.05342465753424,0.03942823394589462,0,Low Risk
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.15,69.15,1,34.575,0.9317948092240362,1,High Risk
0,0,1,1,72,0,2,0,0,1,0,1,1,1,2,0,1,53.65,3784.0,4,51.83561643835616,0.033298602713751194,0,Low Risk
0,0,0,0,47,0,2,0,1,1,0,1,0,0,1,0,1,39.65,1798.65,3,37.471875000000004,0.060432145247592474,0,Low Risk
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,54.65,54.65,2,27.325,0.8488054520027508,0,High Risk
0,0,0,0,36,1,1,1,0,1,1,0,1,1,1,1,0,104.8,3886.45,5,105.03918918918919,0.5306716810807329,0,Medium Risk
1,0,1,1,43,0,2,0,0,1,0,0,0,0,0,0,1,29.3,1224.05,1,27.81931818181818,0.21507612289428013,0,Low Risk
0,1,1,0,27,1,1,0,0,1,1,1,1,1,0,0,2,83.85,2310.2,6,82.50714285714285,0.43073292702050575,0,Medium Risk
0,0,0,0,9,1,0,1,0,0,0,0,0,1,0,1,2,79.55,723.4,2,72.34,0.8158981475123208,1,High Risk
0,0,0,0,38,1,1,1,0,0,1,1,1,1,0,1,2,103.65,3988.5,5,102.26923076923077,0.7323630693510427,0,High Risk
0,1,0,0,35,1,1,1,1,0,0,0,1,1,0,1,2,99.05,3554.6,4,98.73888888888888,0.7569880012645486,0,High Risk
0,0,1,1,0,1,1,0,0,1,1,1,1,0,2,0,3,73.35,73.35,5,73.35,0.09108683489119736,0,Low Risk
0,0,1,0,59,1,0,1,0,1,0,1,1,1,2,1,3,100.05,6034.85,5,100.58083333333335,0.19876279677985056,0,Low Risk
1,0,0,0,27,1,0,2,0,0,0,0,0,0,2,0,1,20.35,531.6,1,18.985714285714288,0.033862435579337054,0,Low Risk
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,43.95,85.1,1,28.366666666666664,0.6274730538014044,0,High Risk
1,0,0,0,7,1,1,2,0,0,0,0,0,0,0,0,3,23.5,173.0,1,21.625,0.40204248471650966,0,Medium Risk
0,0,0,0,36,1,1,0,0,1,0,1,0,1,1,1,3,70.7,2511.95,4,67.89054054054054,0.24954414134630612,0,Low Risk
0,0,1,1,41,1,1,1,1,1,0,0,1,0,0,1,0,94.3,3893.6,4,92.70476190476191,0.5032460320360758,0,Medium Risk
0,0,0,0,13,0,2,0,0,1,0,0,0,0,0,0,2,29.15,357.15,1,25.510714285714283,0.5168016055306509,0,Medium Risk
1,0,0,1,19,1,0,2,0,0,0,0,0,0,2,0,1,20.85,467.5,1,23.375,0.028146477293282096,0,Low Risk
0,0,1,0,60,0,2,0,1,1,0,1,0,0,2,0,0,37.7,2288.7,3,37.51967213114754,0.015446281539650506,0,Low Risk
0,0,0,1,48,1,0,1,0,1,1,1,1,0,2,1,3,95.5,4627.85,5,94.44591836734695,0.11040520982988235,1,Low Risk
1,1,0,0,3,1,1,1,0,0,1,0,1,0,0,0,2,91.05,289.1,3,72.275,0.8749002599957517,1,High Risk
1,0,1,0,69,1,1,1,0,1,0,1,1,0,2,1,3,92.45,6460.55,4,92.29357142857143,0.15628739383598445,0,Low Risk
